StudentName,StudentNumber,CourseName,CourseCode,Grades,CourseWeight,Instructor,Department,UniversityName,Location,Ranking
Shawn McCleery,649453,COSMETOLOGY SERVICES AND CULINARY ARTS,6000,28,0.5,Jason Smith,Communications & Journalism,Bar-Ilan University,United Kingdom,471
Daniel Lara,429622,CONSTRUCTION SERVICES,5008,23,1.0,Marie Clark,Communications & Journalism,University of Southampton,Japan,617
Catherine Powell,537975,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY,6109,45,1.0,Claretta Brown,Health,University of Stuttgart,Argentina,210
Gertrude Robinson,808466,ELEMENTARY EDUCATION,2301,90,1.0,Mary Bridges,Engineering,Colorado School of Mines,Australia,532
Tina Mangrum,790990,ZOOLOGY,3609,98,1.0,Celeste Johnson,Business,University of Strathclyde,Germany,229
Richard Moe,400189,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY,1104,12,0.5,Frankie Skinner,Engineering,Nagasaki University,United States of America,37
Dorothy Dean,701136,MISCELLANEOUS SOCIAL SCIENCES,5000,87,0.5,Charles Carter,Humanities & Liberal Arts,Massachusetts Institute of Technology,Singapore,687
Robert Stewart,954976,OTHER FOREIGN LANGUAGES,2402,68,0.5,Lillian Cleveland,Business,"Birla Institute of Technology and Science, Pilani",Russian Federation,685
Jacki Sprenger,475635,MILITARY TECHNOLOGIES,3401,42,1.0,Lynda Saiz,Arts,Portland State University,Hungary,407
Mark Thompson,778203,MULTI/INTERDISCIPLINARY STUDIES,2201,7,1.0,Chuck Mahoney,Engineering,University of Porto,Taiwan,244
Phyllis Briggs,356053,ATMOSPHERIC SCIENCES AND METEOROLOGY,2309,84,1.0,Marianne McCoy,Computers & Mathematics,Université du Québec à Montréal,Russian Federation,38
Earl Cyr,903547,MULTI-DISCIPLINARY OR GENERAL SCIENCE,3202,64,1.0,Gina Casto,Biology & Life Science,Kobe University,Canada,472
Sandra Vega,626087,INTERNATIONAL BUSINESS,6003,51,1.0,Lillian Cleveland,Physical Sciences,Université Libre de Bruxelles,Germany,49
Mary Peterson,431576,MECHANICAL ENGINEERING RELATED TECHNOLOGIES,5403,73,1.0,Patricia Judd,Health,National and Kapodistrian University of Athens,United States of America,764
Celeste Johnson,909979,PHARMACOLOGY,1102,28,1.0,Laura Smith,Humanities & Liberal Arts,University of Paris North – Paris 13,South Korea,332
Vickie Watson,605355,BIOLOGY,6210,78,0.5,Garrett Harris,Psychology & Social Work,China Agricultural University,France,770
Lillian Cleveland,668623,ANTHROPOLOGY AND ARCHEOLOGY,1303,67,0.5,Betty Strine,Industrial Arts & Consumer Services,Georgia State University,United Kingdom,438
Harold Tillman,689562,AGRICULTURAL ECONOMICS,6099,71,1.0,Amanda Gerlach,Industrial Arts & Consumer Services,Middle East Technical University,United Kingdom,173
Jason Emrick,367745,MEDICAL TECHNOLOGIES TECHNICIANS,1199,4,0.5,Shannon Richardson,Engineering,University of Alberta,United States of America,31
James Mays,136391,ENGINEERING AND INDUSTRIAL MANAGEMENT,6109,24,1.0,Charles Camacho,Engineering,Lappeenranta University of Technology,United Kingdom,132
Lina Cotton,638903,COMMUNICATION DISORDERS SCIENCES AND SERVICES,6109,15,1.0,Edith Pearson,Computers & Mathematics,Princeton University,Turkey,255
Linda Hogue,100513,GENERAL MEDICAL AND HEALTH SERVICES,5901,62,1.0,Tony Ragsdale,Biology & Life Science,University of Birmingham,Turkey,138
Linda Steger,901583,ASTRONOMY AND ASTROPHYSICS,5299,91,1.0,Sammy Smith,Engineering,University of Haifa,Czech Republic,19
Tammy Warren,504622,AREA ETHNIC AND CIVILIZATION STUDIES,5507,53,0.5,Sonia Burcham,Arts,Rensselaer Polytechnic Institute,South Korea,202
Weldon Cady,750183,BOTANY,2399,76,1.0,Mercedes Lindsay,Physical Sciences,Wuhan University of Technology,United Kingdom,442
Timothy Piper,682173,COMMERCIAL ART AND GRAPHIC DESIGN,5006,67,1.0,James Vath,Physical Sciences,Georgia State University,China,521
Carmen Bell,394519,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,2303,56,0.5,Joe Lopez,Computers & Mathematics,Creighton University,Turkey,382
Retha Smith,775304,PLANT SCIENCE AND AGRONOMY,6107,44,0.5,Becky Velez,Engineering,University of Hamburg,Australia,45
Randy Henderson,962885,INTERDISCIPLINARY SOCIAL SCIENCES,1102,94,0.5,Samuel Mullin,Engineering,Massachusetts Institute of Technology,United States of America,139
Kimberly Hays,778571,COMMUNITY AND PUBLIC HEALTH,2417,13,0.5,Jane Moon,Computers & Mathematics,University of Surrey,United States of America,115
Nicholas Patridge,789214,ARCHITECTURE,5008,4,0.5,John Weatherly,Humanities & Liberal Arts,Memorial University of Newfoundland,Japan,416
Kenneth Greenlee,430782,FINE ARTS,3501,2,1.0,Patricia Floyd,Industrial Arts & Consumer Services,Wuhan University of Technology,Italy,607
Susan Bacon,337194,COMPUTER SCIENCE,1106,76,0.5,Ralph Weatherly,Computers & Mathematics,National Taiwan Ocean University,Denmark,614
Christopher King,938743,MECHANICAL ENGINEERING RELATED TECHNOLOGIES,3401,22,0.5,Veronica Day,Engineering,University of Ghana,Japan,260
Robert Wells,743313,MATHEMATICS,6210,77,1.0,Jacqueline Ferris,Health,University of Florence,Canada,511
Lewis Knudsen,149456,MOLECULAR BIOLOGY,2400,66,0.5,Michael Weller,Education,United Arab Emirates University,China,135
Norris Gomez,655176,GENERAL AGRICULTURE,5201,42,1.0,Deborah Thomson,Education,Chonnam National University,United States of America,591
David Hammonds,105084,PHYSIOLOGY,2406,30,0.5,Ruth Robeson,Education,Hong Kong Baptist University,South Africa,569
Gladys Melo,823701,EDUCATIONAL PSYCHOLOGY,2411,75,1.0,Bertha Hirsch,Law & Public Policy,United Arab Emirates University,United Kingdom,500
Zachary Anderson,694038,MISCELLANEOUS FINE ARTS,5001,84,1.0,Joseph Gray,Computers & Mathematics,University of Texas at Arlington,Italy,448
Becky Velez,906226,COUNSELING PSYCHOLOGY,5102,22,0.5,Shannon Richardson,Arts,University of Ghana,New Zealand,627
Patrick Dawson,834608,COURT REPORTING,3601,32,0.5,Grace Rivera,Business,Université de Sherbrooke,Thailand,42
Joseph Rives,863536,COMPUTER NETWORKING AND TELECOMMUNICATIONS,2500,33,0.5,Nancy Cunningham,Biology & Life Science,University of Seville,United Kingdom,178
Armando Lanier,863247,ACTUARIAL SCIENCE,6200,60,1.0,Barbara Carney,Agriculture & Natural Resources,Johannes Kepler University of Linz,United States of America,396
Jane Moon,372472,EDUCATIONAL ADMINISTRATION AND SUPERVISION,5506,65,0.5,Steve Schuman,Engineering,University of Houston,United States of America,5
Jay Broussard,719526,GENETICS,5004,32,1.0,Sandra Wong,Humanities & Liberal Arts,University of Pavia,United Kingdom,29
William Rosen,523731,APPLIED MATHEMATICS,2408,85,1.0,Michael Anderson,Psychology & Social Work,Medical University of South Carolina,Greece,641
Jason Owens,801218,ART HISTORY AND CRITICISM,1401,11,1.0,Joseph Hammett,Psychology & Social Work,Hacettepe University,China,505
Robert Smith,220166,MATERIALS SCIENCE,3607,35,1.0,Dawn Guertin,Engineering,Tel Aviv University,Japan,2
Donna McGonigal,299349,ACTUARIAL SCIENCE,2412,19,0.5,Kendra Gonzales,Health,University at Buffalo,United States of America,555
Janet Higgs,589958,CRIMINOLOGY,2308,55,0.5,Lisa Ham,Computers & Mathematics,Hunan University,United Kingdom,391
Elizabeth Smith,412084,MOLECULAR BIOLOGY,6109,21,0.5,April Hawkins,Education,Chung Yuan Christian University,United Kingdom,543
David Bryson,493325,ART HISTORY AND CRITICISM,2412,99,0.5,Leonard Lonergan,Arts,Chinese University of Hong Kong,India,356
Kimberly Hays,398839,EARLY CHILDHOOD EDUCATION,6108,94,1.0,Tony Ragsdale,Engineering,Humboldt University of Berlin,United States of America,804
Cynthia Smith,487343,PRE-LAW AND LEGAL STUDIES,2409,50,1.0,Heidi Malone,Interdisciplinary,Simon Fraser University,Norway,222
William Norris,570063,DRAMA AND THEATER ARTS,6402,10,0.5,Elizabeth Weldon,Education,National Taiwan University,Canada,463
Michelle Branson,685258,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,1101,6,0.5,Darrell Etherton,Engineering,Ehime University,Brazil,340
Cora Marguez,123660,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,1199,23,1.0,Daniel Host,Engineering,Shahid Beheshti University,France,380
Peggy Mejia,227747,GEOLOGY AND EARTH SCIENCE,2306,64,1.0,Debra Shaw,Arts,Panjab University,Italy,768
Charles Burnett,704389,ECOLOGY,2402,46,0.5,Katherine Lloyd,Education,Texas Tech University,China,26
Brad Butler,281252,ANTHROPOLOGY AND ARCHEOLOGY,6005,94,0.5,Darnell Moore,Education,Imperial College London,Brazil,561
Iris Rodrigues,924173,MISCELLANEOUS SOCIAL SCIENCES,5004,25,1.0,Charles Cortez,Humanities & Liberal Arts,Texas A&M University,China,736
Gary Goldstein,367116,JOURNALISM,2601,75,1.0,Gregory Byrd,Health,University of Pavia,Australia,209
Dennis Atwood,213543,FINE ARTS,6001,86,1.0,James Fernandez,Computers & Mathematics,University of Zaragoza,South Africa,28
Tamara Smith,427913,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,5206,94,0.5,Robert Collins,Education,Chiang Mai University,Portugal,676
Pauline Rowe,515214,COUNSELING PSYCHOLOGY,2403,24,1.0,Jarrod Sera,Psychology & Social Work,University of Massachusetts,United States of America,515
Freddie Richardson,811557,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,1105,22,1.0,Mike Burton,Engineering,University of Florida,South Korea,381
Vera Merrill,681336,ART HISTORY AND CRITICISM,5006,68,0.5,John Nicholson,Engineering,"University of California, Davis",United Kingdom,678
David Hammonds,973678,FOOD SCIENCE,3603,29,0.5,Anne Corbett,Biology & Life Science,University of Texas at San Antonio,United States of America,812
Debra Burgin,211497,NURSING,4007,79,1.0,Richard Moore,Law & Public Policy,Tokyo University of Marine Science and Technology,South Korea,687
Clara Holloman,665828,APPLIED MATHEMATICS,5504,68,1.0,Anastacia Wooldridge,Agriculture & Natural Resources,Chung-Ang University,Brazil,561
Douglas Melton,716424,GENETICS,3302,35,1.0,Emma Richards,Social Science,Shantou University,Mexico,705
Freddy Hartman,564294,MEDICAL TECHNOLOGIES TECHNICIANS,6200,35,1.0,Lance Fossum,Health,University of New South Wales,Finland,302
Jessica Russell,996710,ECONOMICS,6107,96,0.5,Anthony Shields,Social Science,Chulalongkorn University,Hong Kong,815
Ryan Haffey,429238,GEOLOGY AND EARTH SCIENCE,2409,91,0.5,Susan Welsh,Business,University of Auckland,United Kingdom,740
James Carswell,558243,PUBLIC POLICY,2101,99,1.0,John Singleton,Industrial Arts & Consumer Services,Adam Mickiewicz University,Canada,169
James Weymouth,402361,SOCIOLOGY,5503,20,0.5,Maria Manjarrez,Education,University of Cologne,Israel,141
Lura Leighty,105594,CRIMINOLOGY,2411,82,0.5,Bernard Cotton,Social Science,Eötvös Loránd University,United States of America,767
Brenda Miles,524636,AEROSPACE ENGINEERING,6202,96,1.0,Carly Donaldson,Social Science,Belarusian State University,Austria,577
Jennifer Thomas,744246,GENERAL ENGINEERING,3603,55,1.0,Ruby Martin,Education,Swansea University,Australia,679
Pauline Rowe,421509,NUCLEAR ENGINEERING,2107,37,1.0,William Johnson,Health,University of Oviedo,United States of America,283
Kristin Robinson,929591,STUDIO ARTS,5401,29,0.5,Thomas Adolph,Communications & Journalism,China Agricultural University,Brazil,435
Ricky Miller,541060,HUMAN SERVICES AND COMMUNITY ORGANIZATION,2107,67,1.0,Jessica Russell,Law & Public Policy,"University of Chemistry and Technology, Prague",Taiwan,564
Rose Jose,936970,MEDICAL ASSISTING SERVICES,6108,43,0.5,Matthew Gurule,Humanities & Liberal Arts,University of Oklahoma,Spain,622
Bonnie Arevalo,830354,COMPUTER NETWORKING AND TELECOMMUNICATIONS,5001,29,0.5,John Harris,Physical Sciences,University of Tehran,Portugal,36
Anne Fortenberry,740846,AGRICULTURE PRODUCTION AND MANAGEMENT,4801,41,0.5,Debbie Lee,Engineering,Anadolu University,United States of America,58
Lonnie Ramos,366759,CHEMISTRY,6104,79,0.5,Scott Gentry,Humanities & Liberal Arts,University of A Coruña,South Korea,639
Ruth Robeson,426981,ARCHITECTURAL ENGINEERING,2102,43,0.5,Kathy Wahl,Biology & Life Science,University of Virginia,United Kingdom,619
Brian Davis,416438,POLITICAL SCIENCE AND GOVERNMENT,5403,0,1.0,Anna Ramirez,Engineering,Carlos III University of Madrid,Brazil,367
Wilbert Jennings,208620,ACCOUNTING,2417,55,0.5,Tiffany Morris,Agriculture & Natural Resources,Masaryk University,France,210
Dorothy Spaulding,111599,GENERAL BUSINESS,3601,1,1.0,Trenton Askew,Psychology & Social Work,Ben-Gurion University of the Negev,Italy,516
Susan Ramirez,960380,LIBRARY SCIENCE,2500,38,0.5,Martha Cline,Humanities & Liberal Arts,University of Amsterdam,United States of America,722
Mickey Groves,375925,AGRICULTURE PRODUCTION AND MANAGEMENT,2314,78,1.0,Sam Overton,Biology & Life Science,Sichuan University,China,693
Nell Reid,166881,GENERAL BUSINESS,5599,81,0.5,Brandon Lacy,Engineering,Shahid Beheshti University,United States of America,425
Cynthia McMullen,869737,MEDICAL ASSISTING SERVICES,5301,64,1.0,Margorie Sinkler,Psychology & Social Work,Iowa State University,Russian Federation,742
Janice Townsend,349861,CHEMISTRY,5501,49,0.5,Bonnie Arevalo,Physical Sciences,Swansea University,South Korea,508
Terrence Wiley,788719,BIOCHEMICAL SCIENCES,6202,65,1.0,Mark Thompson,Biology & Life Science,Swansea University,Netherlands,96
Louise Norman,668608,COSMETOLOGY SERVICES AND CULINARY ARTS,5008,8,0.5,Jason Emrick,Health,Northeastern University,Germany,730
Danny Pimentel,697890,AEROSPACE ENGINEERING,1902,46,0.5,George Brooks,Humanities & Liberal Arts,King Abdulaziz University,Australia,236
Roger Dixon,974522,GENERAL ENGINEERING,4002,87,0.5,Jacob Truong,Law & Public Policy,University of Oulu,India,522
Cheryl Brown,198954,GEOGRAPHY,5505,87,1.0,Patsy Cook,Education,University of Basel,Japan,470
Kathi Senters,528214,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,2314,19,1.0,Bianca Vargas,Humanities & Liberal Arts,University of Konstanz,United States of America,640
Jarrod Sera,457650,MATHEMATICS AND COMPUTER SCIENCE,1105,96,1.0,Margie Remington,Psychology & Social Work,University of Greenwich,Japan,366
Catherine Lynch,190594,MEDICAL ASSISTING SERVICES,5200,46,0.5,Jason Smith,Computers & Mathematics,Tomsk State University,France,255
Era Rivera,989064,INFORMATION SCIENCES,5401,81,1.0,Elizabeth Smith,Health,University of Virginia,Ukraine,405
Elaine Bridwell,484711,UNITED STATES HISTORY,6402,17,1.0,Thomas Adolph,Business,Boston University,Sweden,115
Frances Berrios,204035,GEOGRAPHY,2503,80,1.0,Lewis Knudsen,Education,University of Bremen,France,733
Daniel Walker,129542,THEOLOGY AND RELIGIOUS VOCATIONS,6207,6,1.0,Mildred Jennings,Education,University of Manchester,Italy,443
Columbus Scott,757357,COMMUNICATIONS,3700,32,1.0,William Norris,Psychology & Social Work,University of Kentucky,France,677
Luis Buchheit,732332,PHYSICAL AND HEALTH EDUCATION TEACHING,2303,71,0.5,Robin Bradley,Law & Public Policy,Chalmers University of Technology,United Kingdom,617
Mildred Howell,158004,MOLECULAR BIOLOGY,1302,35,0.5,Miranda Edmonds,Arts,University of Würzburg,Japan,477
Shannon Kelly,721496,MECHANICAL ENGINEERING,5401,79,1.0,Lonnie Biggs,Education,École Polytechnique,Taiwan,336
Royal Scott,230925,COMPUTER SCIENCE,5006,24,0.5,Lewis Knudsen,Engineering,Universiti Putra Malaysia,Japan,484
James Jones,786096,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,1901,72,1.0,Jerry Black,Agriculture & Natural Resources,University of Münster,Austria,777
Maria Rosenzweig,618616,POLITICAL SCIENCE AND GOVERNMENT,3501,36,0.5,Barbara Favors,Computers & Mathematics,University of Wyoming,Japan,791
Phyllis Gonzalas,900515,BIOLOGICAL ENGINEERING,6210,82,1.0,Roland Swindler,Business,University of Valencia,Japan,815
Addie King,534636,ART AND MUSIC EDUCATION,6403,87,1.0,Mickey Groves,Biology & Life Science,Monterrey Institute of Technology and Higher Education,Canada,303
Matthew Gurule,992908,MICROBIOLOGY,2416,36,1.0,Brenda Miles,Industrial Arts & Consumer Services,Oregon State University,Iran,108
Rene Page,563614,ACTUARIAL SCIENCE,2301,89,0.5,Sammy Stewart,Arts,AGH University of Science and Technology,Switzerland,80
Iris Rodrigues,455045,PRE-LAW AND LEGAL STUDIES,2312,56,0.5,Jeremy Gough,Computers & Mathematics,California Institute of Technology,Iran,497
Michael Wu,137198,EARLY CHILDHOOD EDUCATION,2499,30,1.0,Harry Cusick,Education,"University of California, San Diego",Iran,641
Harold Estrada,503285,ARCHITECTURE,6209,22,0.5,Katherine Lloyd,Biology & Life Science,Bar-Ilan University,Hungary,184
Elisa Daley,547926,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES",5202,20,1.0,Walter Gooding,Biology & Life Science,Sheffield Hallam University,Italy,125
Harold Estrada,364399,OCEANOGRAPHY,6200,89,1.0,Clement Rother,Computers & Mathematics,"Binghamton University, State University of New York",Netherlands,782
Lucas Campbell,936583,LIBERAL ARTS,5404,27,1.0,Connie Clow,Business,University of Wyoming,United States of America,527
Tyrone Case,831361,CHEMICAL ENGINEERING,5601,47,0.5,Betty Wathen,Engineering,University of Science and Technology Beijing,China,663
Angie Nadler,321136,HUMAN SERVICES AND COMMUNITY ORGANIZATION,6110,39,1.0,Pearl Belton,Law & Public Policy,Brandeis University,United Kingdom,671
Lana Fager,225198,SCIENCE AND COMPUTER TEACHER EDUCATION,2499,74,1.0,Marilyn Zuniga,Psychology & Social Work,University of Göttingen,Canada,204
Dennis Atwood,367817,MISCELLANEOUS AGRICULTURE,2405,46,1.0,Henry Steward,Social Science,New Mexico State University,China,752
Emma Richards,816889,HISTORY,2312,66,1.0,Ronald Jones,Engineering,Sungkyunkwan University (SKKU),Japan,637
David Simmons,112093,INDUSTRIAL PRODUCTION TECHNOLOGIES,2304,32,1.0,William Baillargeon,Communications & Journalism,Illinois Institute of Technology,United States of America,166
John Bryant,250430,ENGINEERING AND INDUSTRIAL MANAGEMENT,2100,78,0.5,Ulysses Bennett,Social Science,Queen’s University,South Africa,389
Nancy Elliott,932690,ECONOMICS,6201,36,1.0,Trisha Bramblett,Social Science,National Chengchi University,South Korea,637
Michael Wu,288263,SOCIAL WORK,2599,46,1.0,Sarah Tate,Engineering,Chiba University,Saudi Arabia,109
Jarrod Sera,110356,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,4901,83,0.5,Shelley Lubbers,Agriculture & Natural Resources,University of Auckland,Italy,548
Stephanie Atkinson,311086,DRAMA AND THEATER ARTS,6210,25,1.0,Joe Lopez,Agriculture & Natural Resources,University of Ghana,Japan,573
Matthew Parker,955807,BIOLOGY,3801,41,0.5,Michelle Sullivan,Engineering,TU Dresden,Portugal,705
James Jones,348704,HUMANITIES,2417,24,0.5,Beatrice Harris,Industrial Arts & Consumer Services,Nanyang Technological University,Germany,230
Francis Sanders,516062,MISCELLANEOUS PSYCHOLOGY,5506,29,1.0,Edward Conley,Education,"University of California, Riverside",Poland,44
Eileen Williams,824358,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,4001,13,1.0,Howard Woodall,Education,Waseda University,Greece,559
Anne Fortenberry,396652,INFORMATION SCIENCES,3699,38,1.0,Maureen King,Education,University of Calgary,Kenya,727
Clement Rother,932566,LIBRARY SCIENCE,2499,43,0.5,Travis Thurman,Interdisciplinary,Carnegie Mellon University,United States of America,651
Zula Hoffman,710818,EDUCATIONAL PSYCHOLOGY,6108,63,0.5,Lorene Calkins,Biology & Life Science,RMIT University,China,664
Norman Randolph,267927,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,3301,76,0.5,James Hoffman,Education,University of Tokyo,Germany,521
Loretta Hopkins,377357,ENVIRONMENTAL ENGINEERING,2504,0,0.5,Eileen Pierce,Biology & Life Science,University of Sheffield,Greece,814
Mark Wroblewski,606385,HEALTH AND MEDICAL PREPARATORY PROGRAMS,6203,83,1.0,Donald Carlson,Engineering,Toulouse 1 Capitole University,United States of America,314
Joseph Gray,917125,COMMUNICATION TECHNOLOGIES,5901,93,0.5,Sandra Vega,Humanities & Liberal Arts,Sophia University,Russian Federation,170
Barbara Lucio,319930,EDUCATIONAL PSYCHOLOGY,6200,86,1.0,Faustino Vicknair,Engineering,Suranaree University of Technology,South Korea,39
Mildred Jennings,546432,GENERAL ENGINEERING,6099,52,1.0,Donald Carlson,Health,Justus Liebig University Giessen,Taiwan,293
Megan Kaplan,105165,COMPUTER NETWORKING AND TELECOMMUNICATIONS,5401,27,0.5,Leonard Bonk,Social Science,Bauman Moscow State Technical University,Belgium,554
Jennifer Thomas,629245,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,2601,24,0.5,Shana Labbe,Computers & Mathematics,University of Jyväskylä,Portugal,204
Glen Ali,937147,ACCOUNTING,3607,34,1.0,Gene Spring,Business,Imperial College London,Turkey,281
Mary McKillip,652815,NEUROSCIENCE,5004,79,1.0,Sarah Newsom,Business,State University of New York Albany,United Kingdom,101
Vicki Browne,861880,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY,2401,60,1.0,Christopher Yarger,Business,Dublin City University,China,274
Ronald McCullough,209991,FINE ARTS,5206,62,0.5,Tina Mangrum,Psychology & Social Work,Saint Louis University,Japan,356
Sarah Grice,407236,ECOLOGY,2307,32,0.5,Marion Wiggin,Humanities & Liberal Arts,Polytechnic University of Catalonia,United Kingdom,766
Virginia Daniels,697097,OCEANOGRAPHY,2306,15,1.0,Charles Blankenship,Computers & Mathematics,University of Copenhagen,United States of America,311
Alan Leonard,851673,MISCELLANEOUS BIOLOGY,5599,16,0.5,Leonard Lonergan,Social Science,Alexandria University,Japan,379
Keith Robinson,652063,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,5507,24,1.0,Victor Omalley,Agriculture & Natural Resources,Yokohama City University,Germany,153
Angela Santacruz,240131,FINANCE,2417,66,1.0,Kathryn Ellis,Engineering,Deakin University,China,22
John Tao,443004,POLITICAL SCIENCE AND GOVERNMENT,6206,56,1.0,Elizabeth Baker,Engineering,Medical College of Wisconsin,India,22
Scott Wyche,833921,ATMOSPHERIC SCIENCES AND METEOROLOGY,5401,74,1.0,Johnathan Danner,Agriculture & Natural Resources,Pusan National University,United States of America,569
Raymond Stork,591199,COMMUNICATION DISORDERS SCIENCES AND SERVICES,2406,38,1.0,Gaston Florian,Arts,Aalborg University,Brazil,626
Frances Ferguson,193635,GENETICS,6107,63,0.5,Sergio Orem,Education,Swedish University of Agricultural Sciences,Canada,297
Joseph Fuqua,206675,HOSPITALITY MANAGEMENT,2602,91,1.0,Helen Leonard,Biology & Life Science,University of Manchester,Netherlands,318
Albert Endres,295472,PHARMACOLOGY,5505,8,1.0,Hazel Sims,Physical Sciences,University of Melbourne,Sweden,383
Edward Gentry,921850,ANIMAL SCIENCES,5205,85,0.5,Cathy Dominquez,Biology & Life Science,National Taiwan Normal University,United States of America,669
Mildred Brooks,753303,ENGINEERING AND INDUSTRIAL MANAGEMENT,6103,56,0.5,Kay Scott,Psychology & Social Work,Southern Cross University,Switzerland,671
Michael Anderson,899211,BIOLOGY,6209,67,0.5,Nell Reid,Industrial Arts & Consumer Services,University of Oklahoma,South Korea,802
Christopher Payne,433994,MISCELLANEOUS AGRICULTURE,2399,60,1.0,Teri Peete,Humanities & Liberal Arts,University of Jordan,Japan,739
Anthony Quintero,592629,MISCELLANEOUS PSYCHOLOGY,5001,25,1.0,Zane Hickman,Physical Sciences,Bayreuth University,New Zealand,514
Maria Rosenzweig,456682,INDUSTRIAL AND MANUFACTURING ENGINEERING,2602,24,1.0,Jimmy Farmer,Engineering,University of Tokyo,South Korea,158
James Greene,978654,SECONDARY TEACHER EDUCATION,2404,1,1.0,Angela Warren,Business,Autonomous University of Madrid,United States of America,23
Retta Rowell,972432,CHEMICAL ENGINEERING,3701,0,0.5,Modesta Peeples,Computers & Mathematics,Yeshiva University,Canada,358
Wilma Russell,745299,SECONDARY TEACHER EDUCATION,6108,58,0.5,Jo Malinowski,Industrial Arts & Consumer Services,University of Waikato,India,595
Freddy Hartman,784633,ANTHROPOLOGY AND ARCHEOLOGY,3609,87,0.5,Mary Zhang,Education,Illinois Institute of Technology,Taiwan,278
Ann Smith,943611,GENERAL ENGINEERING,4002,95,1.0,Michael Yates,Biology & Life Science,University of Antwerp,Bangladesh,401
Lonnie Biggs,350270,CIVIL ENGINEERING,2303,46,0.5,Matthew Delong,Engineering,National Taiwan University of Science and Technology (Taiwan Tech),United States of America,792
Ben Janousek,470630,PLANT SCIENCE AND AGRONOMY,6102,94,0.5,Monica Carroll,Computers & Mathematics,Aberystwyth University,Canada,536
June Hartley,696978,COMPUTER AND INFORMATION SYSTEMS,2412,59,0.5,Gaston Florian,Humanities & Liberal Arts,Ural Federal University,China,521
Debra Boatright,138463,MISCELLANEOUS PSYCHOLOGY,2901,46,1.0,Katherine Cochrane,Health,University of Antwerp,Italy,349
Betsy Vaughn,121797,TREATMENT THERAPY PROFESSIONS,5203,70,1.0,Glenn Page,Engineering,University of Wisconsin-Milwaukee,Russian Federation,519
Rose McWilliams,355182,GENERAL ENGINEERING,2901,11,0.5,Paul Walton,Industrial Arts & Consumer Services,University of South Africa,South Africa,271
Lorie Lagunas,369006,MATERIALS ENGINEERING AND MATERIALS SCIENCE,6207,44,0.5,Gladys Blankenship,Education,Tohoku University,Spain,679
Douglas Rodriguez,121653,MATERIALS ENGINEERING AND MATERIALS SCIENCE,1401,94,1.0,Dorothy Spaulding,Social Science,Catholic University of the Sacred Heart,Australia,719
Keith Robinson,101729,MATHEMATICS,3201,66,0.5,Darnell Moore,Industrial Arts & Consumer Services,"University of California, Los Angeles",China,520
Carey Cacho,764420,OPERATIONS LOGISTICS AND E-COMMERCE,5005,95,1.0,John Martin,Social Science,Carleton University,United States of America,418
Clifford Wiggins,135802,MASS MEDIA,6203,24,0.5,Trisha Bramblett,Business,Harvard University,United States of America,156
John Singleton,912170,DRAMA AND THEATER ARTS,2410,19,1.0,Lauren Burriss,Computers & Mathematics,Gifu University,Canada,694
Maya Bowers,142443,GENERAL BUSINESS,2105,37,0.5,Joanna Tyson,Education,Ajou University,Greece,431
Retta Rowell,525474,BIOMEDICAL ENGINEERING,2405,25,1.0,Timothy Hooper,Education,The Open University,Russian Federation,26
David Bryson,744770,PHARMACOLOGY,2407,68,0.5,Carey Cacho,Business,University of Cologne,United Kingdom,613
Ronald Collins,671749,COMMUNICATIONS,6109,29,1.0,Faustino Vicknair,Business,Huazhong University of Science and Technology,United States of America,285
John Nicholson,841177,INDUSTRIAL AND MANUFACTURING ENGINEERING,1106,86,0.5,Michael Wu,Education,"University of Chemistry and Technology, Prague",United States of America,167
Pedro Boyer,424233,OTHER FOREIGN LANGUAGES,4000,86,0.5,Brian Reyes,Humanities & Liberal Arts,Amrita University,Belgium,133
Matthew Coleman,116162,ELEMENTARY EDUCATION,5002,18,0.5,Gayle Schneider,Humanities & Liberal Arts,Tilburg University,United Kingdom,339
Eduardo Hall,397494,MISCELLANEOUS FINE ARTS,5301,65,0.5,Era Rivera,Physical Sciences,Goethe University Frankfurt,France,393
David Chess,185709,MISCELLANEOUS PSYCHOLOGY,5202,88,1.0,Allen Ramirez,Health,Leiden University,Italy,217
